Company,Permno,IpoDate
Pacific Energy Partners LP,89472.0,2002-07-22
LeapFrog Enterprises Inc,89471.0,2002-07-24
Neuberger Berman Cali  Fund,89511.0,2002-09-24
Montpelier Re Holdings Ltd,89557.0,2002-10-09
Enbridge Energy Management LLC,89541.0,2002-10-10
Dicks Sporting Goods Inc,89540.0,2002-10-15
USI Holdings Corp,89532.0,2002-10-21
Wynn Resorts Ltd,89533.0,2002-10-25
Platinum Underwriters Holdings,89558.0,2002-10-28
Martin Midstream Partners LP,89570.0,2002-11-01
Harrington West Financial Grp,89568.0,2002-11-05
China Telecommunications,89581.0,2002-11-07
Portfolio Recovery Associates,89574.0,2002-11-07
Wellchoice,89607.0,2002-11-07
SI International,89577.0,2002-11-11
Constar International,89566.0,2002-11-14
Impac Medical Systems,89569.0,2002-11-19
Cosi,89567.0,2002-11-21
Safety Insurance Group,89575.0,2002-11-21
Chicago Mercantile Exchange,89626.0,2002-12-06
Seagate Technology,89641.0,2002-12-11
Commercial Capital Bancorp,89614.0,2002-12-18
VistaCare,89622.0,2002-12-18
Ohio Legacy Corp.,89620.0,2002-12-19
Bancshares of Florida Inc,89612.0,2003-02-10
Infinity Prop & Casualty Corp,89681.0,2003-02-11
Accredited Home Lenders,89684.0,2003-02-14
Evergreen Income Adv Fund,89688.0,2003-02-26
Endurance Specialty Holdings,89694.0,2003-02-27
iPayment Inc,89737.0,2003-05-12
Redline Performance Inc,89750.0,2003-05-15
FormFactor Inc,89753.0,2003-06-11
Neuberger Berman Inc Opp Fund,89772.0,2003-06-24
Axis Capital Holdings Ltd,89789.0,2003-07-01
Molina Healthcare Inc,89781.0,2003-07-01
Digital Theater Systems Inc,89793.0,2003-07-09
InterVideo Inc,89797.0,2003-07-16
Integrated Alarm Services,89795.0,2003-07-23
Ipass Inc,89796.0,2003-07-23
NETGEAR Inc,89800.0,2003-07-30
Citadel Broadcasting Corp,89806.0,2003-07-31
Capitalsource Inc,89805.0,2003-08-06
Direct General Corp,89822.0,2003-08-11
Texas Capital Bancshares Inc,89826.0,2003-08-12
Providence Service Corp,89824.0,2003-08-18
Millstream Acquisition Corp,90362.0,2003-08-25
MBIA Cap/Claymore Managed,89811.0,2003-08-26
Pimco Floating Rate Income,89814.0,2003-08-26
National Financial Partners,89850.0,2003-09-17
Sigmatel Inc,89835.0,2003-09-18
AMIS Holdings,89830.0,2003-09-23
Journal Co,89849.0,2003-09-23
Anchor Glass Container Corp,89829.0,2003-09-24
RedEnvelope Inc,89834.0,2003-09-24
LKQ Corp,89866.0,2003-10-02
Acusphere Inc,89859.0,2003-10-07
DigitalNet Holdings Inc,89864.0,2003-10-09
Pioneer Municipal High Income,89882.0,2003-10-15
Advancis Pharmaceutical Corp,89860.0,2003-10-16
Carters Inc,89876.0,2003-10-23
Neuberger Berman RE Sec Inc Fd,89881.0,2003-10-28
CancerVax Corp,89863.0,2003-10-29
Centennial Specialty Food,89862.0,2003-10-29
Genitope Corp,89865.0,2003-10-29
Myogen Inc,89868.0,2003-10-29
First Marblehead Corp,89877.0,2003-10-30
Overnite Corporation,89871.0,2003-10-30
Coast Financial Holdings Inc,89906.0,2003-11-05
NitroMed Inc,89914.0,2003-11-05
Pharmion Corp,89918.0,2003-11-05
Quality Distribution Inc,89920.0,2003-11-06
Marlin Business Services Inc,89913.0,2003-11-11
Tessera Technologies Inc,89922.0,2003-11-12
LECG Corp,89924.0,2003-11-13
Callidus Software Inc,89905.0,2003-11-19
Whiting Petroleum Holdings Inc,89901.0,2003-11-19
Buffalo Wild Wings Inc,89904.0,2003-11-20
Conn's Inc,89908.0,2003-11-24
Gabelli Dividend & Inc Trust,89893.0,2003-11-24
Nexstar Broadcasting Group Inc,89916.0,2003-11-24
Pinnacle Airlines Corp,89919.0,2003-11-24
Sirva Inc.,89899.0,2003-11-24
Open Solutions Inc,89917.0,2003-11-25
Synnex Information Tech Inc,89900.0,2003-11-25
Amer Equity Investment Life,89946.0,2003-12-03
Aspen Insurance Holdings Ltd,89977.0,2003-12-03
Ctrip.com International,89927.0,2003-12-09
NPTest Holding Corp.,89937.0,2003-12-11
Nelnet Inc.,89964.0,2003-12-11
Vaso Active Pharmaceuticals,89943.0,2003-12-11
Central Freight Lines Inc.,89926.0,2003-12-12
China Life Insurance Company L,89949.0,2003-12-12
Compass Minerals International,89952.0,2003-12-12
International Steel Group Inc.,89957.0,2003-12-12
Natural Golf Corp.,89963.0,2003-12-12
Highland Hospitality Corp.,89953.0,2003-12-16
United National Group Ltd.,89942.0,2003-12-16
Falcon Financial Investment Tr,89929.0,2003-12-17
Orbitz Inc.,89939.0,2003-12-17
Provide Commerce Inc.,89940.0,2003-12-17
Universal Technical Institute,89973.0,2003-12-17
Franklin Bank Corp.,89928.0,2003-12-18
Knology Inc.,89932.0,2003-12-18
Tempur-Pedic International Inc,89971.0,2003-12-18
Kintera Inc.,89933.0,2003-12-19
Luminent Mortgage Capital,89962.0,2003-12-19
"CrossTex Energy, Inc.",90017.0,2004-01-13
Portec Rail Products Inc,90013.0,2004-01-23
Eyetech Pharmaceuticals Inc,90008.0,2004-01-29
"Bancorp Bank,Wilmington,DE",90036.0,2004-02-02
GTx Inc,90031.0,2004-02-02
TRW Automotive Holdings Corp,90052.0,2004-02-02
Asset Acceptance Corp,90020.0,2004-02-04
Assurant Inc,90038.0,2004-02-04
Bakers Footwear Group Inc,90024.0,2004-02-04
Renovis Inc,90032.0,2004-02-04
Todco,90055.0,2004-02-04
"Daystar Technologies, Inc.",90084.0,2004-02-05
Staktek Holdings Inc,90034.0,2004-02-05
Symbion Inc,90033.0,2004-02-05
AlphaSmart Inc,90021.0,2004-02-06
Atheros Communications Inc,90022.0,2004-02-11
"Bristol West Holdings, Inc.",90039.0,2004-02-11
Corgentech Inc,90025.0,2004-02-12
Cherokee International Inc,90026.0,2004-02-19
Dynavax Technologies,90029.0,2004-02-19
Kinetic Concepts Inc,90044.0,2004-02-23
Linktone Ltd,90087.0,2004-03-03
TOM Online Inc,90095.0,2004-03-05
Semiconductor Mnfg Intl Corp,90076.0,2004-03-11
TNS Inc,90078.0,2004-03-16
Tercica Inc,90096.0,2004-03-16
Xcyte Therapies Inc,90098.0,2004-03-16
Capital Lease Funding Inc,90064.0,2004-03-18
Ultra Clean Holdings Inc,90097.0,2004-03-24
Hornbeck Offshore Svcs(Tide),90067.0,2004-03-25
Anadys Pharmaceuticals Inc,90079.0,2004-03-26
Cutera Inc,90081.0,2004-03-30
Marchex Inc,90088.0,2004-03-30
Santarus Inc,90333.0,2004-03-31
Jed Oil Inc,90113.0,2004-04-05
Memory Pharmaceuticals Corp,90137.0,2004-04-05
Corcept Therapeutics Inc,90125.0,2004-04-14
Immunicon Corp,90128.0,2004-04-16
Gander Mountain Co,90127.0,2004-04-20
Procentury Corp,90134.0,2004-04-20
SiRF Technology Holdings Inc,90135.0,2004-04-21
Assured Guaranty Ltd,90120.0,2004-04-22
Barrier Therapeutics Inc,90122.0,2004-04-28
Cytokinetics Inc,90126.0,2004-04-29
Intersections Inc,90129.0,2004-04-29
Greenhill & Co Inc,90164.0,2004-05-05
InfraSource Services Inc,90165.0,2004-05-06
Atlas America Inc,90180.0,2004-05-10
Nuvasive,90188.0,2004-05-12
Shanda Interactive Ent Ltd,90193.0,2004-05-12
Animas Corp,90190.0,2004-05-19
Blue Nile Inc,90187.0,2004-05-19
Genworth Financial Inc,90162.0,2004-05-24
Acadia Pharmaceuticals,90177.0,2004-05-26
AngioDynamics Inc,90179.0,2004-05-26
Critical Therapeutics Inc,90183.0,2004-05-26
Republic Airways Holdings Inc,90192.0,2004-05-26
Alnylam Pharmaceuticals Inc,90178.0,2004-05-27
Standard Parking Corp,90194.0,2004-05-27
Inhibitex,90243.0,2004-06-03
CB Richard Ellis Group Inc,90199.0,2004-06-09
Digirad Corp,90223.0,2004-06-09
PowerDsine Ltd,90236.0,2004-06-09
Leadis Technology Inc,90229.0,2004-06-15
Metabasis Therapeutics Inc,90231.0,2004-06-15
ADESA Inc,90197.0,2004-06-16
Infosonics Corporation,90207.0,2004-06-16
Blackboard Inc,90220.0,2004-06-17
Radiation Therapy Services Inc,90237.0,2004-06-18
Jackson Hewitt Tax Service Inc,90209.0,2004-06-21
Momenta Pharmaceuticals Inc,90233.0,2004-06-21
Senomyx Inc,90238.0,2004-06-21
Color Kinetics Inc,90222.0,2004-06-22
SalesForce.com Inc,90215.0,2004-06-22
WCA Waste Corp,90241.0,2004-06-22
Xyratex Ltd,90242.0,2004-06-23
Cabelas Inc,90200.0,2004-06-24
Motive Inc,90234.0,2004-06-24
Multi-Fineline Electronix,90232.0,2004-06-25
Design Within Reach Inc,90224.0,2004-06-29
Life Time Fitness,90210.0,2004-06-30
Wellcare Group Inc,90272.0,2004-06-30
Kongzhong Corp,90282.0,2004-07-08
Netlogic Microsystems,90287.0,2004-07-08
Affirmative Insurance Hldg Inc,90273.0,2004-07-09
Domino's Pizza Inc,90248.0,2004-07-12
Phase Forward Inc,90290.0,2004-07-14
Collegiate Funding Svcs LLC,90278.0,2004-07-15
Greenfield Online Inc,90294.0,2004-07-15
QC Holdings Inc,90292.0,2004-07-15
Freescale Semiconductor Inc,90251.0,2004-07-16
Xenogen Corp,90642.0,2004-07-16
McCormick&Schmick's SR Inc,90286.0,2004-07-20
Blackbaud Inc,90276.0,2004-07-21
Dex Media Inc,90247.0,2004-07-21
Idenix Pharmaceuticals Inc,90280.0,2004-07-21
Bucyrus International Inc,90277.0,2004-07-22
Kanbay International Inc,90281.0,2004-07-22
Lumera Corp,90283.0,2004-07-22
Neurometrix Inc,90288.0,2004-07-22
Auxilium Pharmaceuticals Inc,90275.0,2004-07-23
Top Tankers Inc,90298.0,2004-07-23
MannKind Corp,90285.0,2004-07-28
Volterra Semiconductor Corp,90299.0,2004-07-28
EnerSys Inc,90249.0,2004-07-29
Commercial Vehicle Group Inc,90314.0,2004-08-04
New River Pharmaceuticals Inc,90321.0,2004-08-05
RightNow Technologies Inc,90323.0,2004-08-05
Syneron Medical Ltd,90316.0,2004-08-05
Navteq Corp,90309.0,2004-08-06
WPT Enterprises Inc,90327.0,2004-08-09
"Placer Sierra Bancshares,CA",90322.0,2004-08-10
Westlake Chemical Corp,90312.0,2004-08-10
Eurobancshares Inc,90318.0,2004-08-11
Stereotaxis Inc,90325.0,2004-08-11
Archipelago Holdings Inc,91143.0,2004-08-12
Cohen & Steers Inc,90303.0,2004-08-12
"SNB Bancshares Inc,Texas",90324.0,2004-08-17
Google Inc,90319.0,2004-08-19
Ecost Com Inc,90315.0,2004-08-27
Nephros Inc,90341.0,2004-09-20
Beacon Roofing Supply Inc,90353.0,2004-09-22
Educate Inc,90357.0,2004-09-22
Cogent Inc,90356.0,2004-09-23
Valley Bancorp,90368.0,2004-09-23
WebSideStory Inc,90370.0,2004-09-27
51Job.Inc,90361.0,2004-09-28
CPFL Energia SA,90338.0,2004-09-28
JAMDAT Mobile Inc,90360.0,2004-09-28
Callwave Inc,90355.0,2004-09-29
Ness Technologies Inc,90363.0,2004-09-29
Primus Guaranty Ltd,90351.0,2004-09-29
HyperSpace Communications Inc,90437.0,2004-09-30
PeopleSupport Inc,90418.0,2004-09-30
Texas Roadhouse Inc,90427.0,2004-10-04
Theravance Inc,90423.0,2004-10-05
Gold Kist Holdings Inc,90408.0,2004-10-06
IntraLase Corp,90410.0,2004-10-06
New York & Co Inc,90387.0,2004-10-06
Thomas Properties Group Inc,90425.0,2004-10-06
B&G Foods Holdings Corp,91977.0,2004-10-07
Hutchison Telecommun Intl Ltd,90382.0,2004-10-07
Huron Consulting Group Inc,90409.0,2004-10-12
Gurunet Corp,90381.0,2004-10-13
PlanetOut Inc,90413.0,2004-10-13
China Finance Online Co Ltd,90412.0,2004-10-15
CoTherix Inc,90405.0,2004-10-15
Interchange Corp,90411.0,2004-10-18
Celebrate Express Inc,90402.0,2004-10-19
Sunstone Hotel Investors Inc,90394.0,2004-10-20
Tower Group Inc,90426.0,2004-10-20
VNUS Medical Technologies Inc,90428.0,2004-10-20
Telvent SA,90424.0,2004-10-21
Shopping.com Ltd,90420.0,2004-10-25
Build A Bear Workshop Inc,90371.0,2004-10-27
Calamos Asset Management Inc,90404.0,2004-10-27
Dreamworks Animation Inc,90374.0,2004-10-27
FoxHollow Technologies Inc,90407.0,2004-10-27
Rand Acquisition Corp,91905.0,2004-10-27
eLong.com,90415.0,2004-10-27
GMH Communities Trust,90378.0,2004-10-28
MarketAxess Holdings Inc,90454.0,2004-11-04
Arlington Tankers Ltd,90450.0,2004-11-05
Copano Energy LLC,90451.0,2004-11-09
ZipRealty Inc,90466.0,2004-11-09
China Netcom Corp Ltd,90431.0,2004-11-10
Nalco Holding Co,90439.0,2004-11-10
Ormat Technologies Inc,90444.0,2004-11-10
InPhonic Inc,90453.0,2004-11-16
Iowa Telecom Services Inc,90438.0,2004-11-17
PRA International,90460.0,2004-11-17
Specialty Underwriters Allianc,90462.0,2004-11-17
Monolithic Power Systems Inc,90455.0,2004-11-18
PortalPlayer Inc,90459.0,2004-11-18
Coinmach Service Corp,91108.0,2004-11-19
UAP Holding Corp,90463.0,2004-11-22
Ninetowns,90484.0,2004-12-02
CABG Medical Inc,90472.0,2004-12-07
Foundation Coal Holdings Inc,90501.0,2004-12-08
OccuLogix Inc,90488.0,2004-12-08
Symmetry Medical Inc,90515.0,2004-12-08
Bill Barrett Corp,90494.0,2004-12-09
Community Bancorp (NV),90475.0,2004-12-09
HouseValues Inc,90489.0,2004-12-09
Adeza Biomedical Corp,90468.0,2004-12-10
Bluelinx Holdings Inc,90496.0,2004-12-13
Knoll Inc,84780.0,2004-12-13
Orange 21 Inc,90486.0,2004-12-13
Cascade Microtech Inc,90478.0,2004-12-14
Comstock Homebuilding Co Inc,90476.0,2004-12-14
Conor Medsystems Inc,90477.0,2004-12-14
Great Wolf Resorts Inc,90491.0,2004-12-14
Las Vegas Sands Corp,90505.0,2004-12-14
The9 Ltd,90483.0,2004-12-14
Advance Amer Cash Advance Ctrs,90493.0,2004-12-15
Cambridge Display Technology,90485.0,2004-12-15
Herbalife Ltd,90516.0,2004-12-15
Interline Brands Inc,90503.0,2004-12-15
KMG America Corp,90504.0,2004-12-15
Macquarie Infrastructure,90507.0,2004-12-15
Spirit Finance Corporation,90514.0,2004-12-15
ARBINET THEXCHANGE INC,90469.0,2004-12-16
Otelco Telecommunications Llc,13938.0,2004-12-16
Warren Resources Inc,90492.0,2004-12-16
Celanese Corp,90520.0,2005-01-20
SeaBright Insurance Hldgs Inc,90543.0,2005-01-20
ViaCell Inc,90546.0,2005-01-20
GFI Group Inc,90536.0,2005-01-25
OptionsXpress  Holdings Inc,90541.0,2005-01-26
Dollar Financial Corp,90535.0,2005-01-27
National Interstate Corp,90540.0,2005-01-27
W and T Offshore Inc,90533.0,2005-01-27
Favrille Inc,90594.0,2005-02-02
American Reprographics Co,90548.0,2005-02-03
DryShips Inc,90589.0,2005-02-03
FairPoint Communications Inc,90555.0,2005-02-03
Hurray Holding  Co Ltd,90598.0,2005-02-03
Icagen Inc,90599.0,2005-02-03
Threshold Pharmaceuticals Inc,90604.0,2005-02-03
Gravity Co Ltd,90595.0,2005-02-07
FTD Group Inc,90554.0,2005-02-08
Tri-S Security Corp,90673.0,2005-02-08
Valor Communications Group Inc,90567.0,2005-02-08
Emageon Inc,90592.0,2005-02-09
Prestige Brands Holdings Inc,90564.0,2005-02-09
Syniverse Holdings Inc,90565.0,2005-02-09
Hiland Partners LP,90597.0,2005-02-10
Huntsman Corp,90558.0,2005-02-10
Universal Truckload Services,90605.0,2005-02-10
Fusion Telecommunications,90556.0,2005-02-11
Tarpon Industries Inc,90566.0,2005-02-11
Alpha Natural Resources Inc,90547.0,2005-02-14
Odimo Inc,90602.0,2005-02-14
Veri-Tek International Corp,90568.0,2005-02-14
Wright Express Corp,90569.0,2005-02-15
Dolby Laboratories Inc,90550.0,2005-02-16
Aspreva Pharmaceuticals Corp,90632.0,2005-03-03
International Sec Exchng Inc,90613.0,2005-03-08
Shamir Optical Industry Ltd,90639.0,2005-03-10
BofI Holding Inc,90634.0,2005-03-14
PanAmSat Holding Corp,90616.0,2005-03-16
Diana Shipping Co,90630.0,2005-03-17
Fastclick Inc,90667.0,2005-03-31
FreightCar America Inc,90672.0,2005-04-05
PRB Gas Transportation Inc,90653.0,2005-04-12
Dexcom Inc,90664.0,2005-04-13
Earle M Jorgensen Co,90650.0,2005-04-14
Terra Nova Acquisition Corp,91817.0,2005-04-19
National Atlantic Holdings,90669.0,2005-04-20
KBL Healthcare II Acquisition,91909.0,2005-04-22
Accuride Corp,90643.0,2005-04-25
VeriFone Holdings Inc,90657.0,2005-04-29
Coffee Holding Co,90679.0,2005-05-02
Morningstar Inc,90708.0,2005-05-02
Lazard Ltd,90701.0,2005-05-04
Teekay LNG Partners LP,90703.0,2005-05-04
China Techfaith Wireless Comm,90704.0,2005-05-05
Zumiez Inc,90715.0,2005-05-05
Bois d'Arc Energy Inc,90677.0,2005-05-06
New Skies Satellites Holdings,90702.0,2005-05-09
Warner Music Group Corp,90699.0,2005-05-10
Xerium Technologies Inc,90700.0,2005-05-16
Citi Trends Inc,90706.0,2005-05-17
Transmontaigne Partners LP,90698.0,2005-05-24
SSA Global Technologies Inc,90714.0,2005-05-26
XenoPort Inc,90748.0,2005-06-02
Aries Maritime Transport Ltd,90743.0,2005-06-03
LHC Group Inc,90734.0,2005-06-08
Rackable Systems Inc,90742.0,2005-06-09
Premium Standard Farms Inc,90741.0,2005-06-13
Gentium SpA,90758.0,2005-06-16
Micrus Endovascular Corp,90736.0,2005-06-16
ev3 Inc,90725.0,2005-06-16
Inergy Holdings LP,90737.0,2005-06-20
Allion Healthcare Inc,90717.0,2005-06-22
Builders FirstSource Inc,90720.0,2005-06-22
Eagle Bulk Shipping Inc,90724.0,2005-06-22
Lincoln Educational Svcs Corp,90735.0,2005-06-22
Kenexa Corp,90732.0,2005-06-24
TBS International Ltd,90746.0,2005-06-24
Columbia Equity Trust Inc,90749.0,2005-06-28
DSW Inc,90751.0,2005-06-28
HemoSense Inc,90759.0,2005-06-28
NeuStar Inc,90763.0,2005-06-28
Services Acquisition Corp,90795.0,2005-06-29
Silicon Motion Technology Corp,90744.0,2005-06-29
Volcom Inc,90747.0,2005-06-29
Western Alliance,90776.0,2005-06-29
Courtside Acquisition Corp,90830.0,2005-06-30
Icop Digital Inc,90816.0,2005-07-08
CryoCor Inc,90804.0,2005-07-13
Focus Media(China)Holding Co,90810.0,2005-07-13
Orchids Paper Products Co,90791.0,2005-07-14
Quintana Maritime Ltd,90819.0,2005-07-14
A4S SECURITY Inc,90873.0,2005-07-18
Adams Respiratory Thrptcs Inc,90800.0,2005-07-20
Diamond Foods Inc,90807.0,2005-07-20
Consolidated Communications,90803.0,2005-07-21
Genco Shipping & Trading Ltd,90813.0,2005-07-21
Hittite Microwave Corp,90814.0,2005-07-21
Maidenform Brands Inc,90789.0,2005-07-22
ITC Holdings Corp,90786.0,2005-07-25
Pike Electric Corp,90792.0,2005-07-26
Alon USA Energy Inc,90779.0,2005-07-28
Healthcare Acquisition Corp,90926.0,2005-07-28
Superior Well Service Inc,90822.0,2005-07-28
Golf Galaxy Inc,90812.0,2005-07-29
BabyUniverse Inc,90826.0,2005-08-02
Unica Corp,90876.0,2005-08-02
Advanced Analogic Technologies,90854.0,2005-08-03
MWI Veterinary Supply Inc,90867.0,2005-08-03
Republic Companies Group Inc,90872.0,2005-08-03
WorldSpace Corp,90877.0,2005-08-03
Advanced Life Sciences Hldgs,90855.0,2005-08-04
Dresser-Rand Co,90831.0,2005-08-04
Eschelon Telecom Inc,90861.0,2005-08-04
AtriCure Inc,90856.0,2005-08-05
Baidu.com Inc,90857.0,2005-08-05
Hoku Scientific Inc,90863.0,2005-08-05
James River Group Inc,90864.0,2005-08-08
K&F Industries Holdings Inc,90838.0,2005-08-08
Ruth's Chris Steak House,90871.0,2005-08-08
Seaspan Corp,90853.0,2005-08-08
China Medical Technologies Inc,90859.0,2005-08-09
Coley Pharmaceutical Group Inc,90860.0,2005-08-09
First Security Group Inc,90862.0,2005-08-09
RBC Bearings Inc,90870.0,2005-08-09
Reddy Ice Holdings Inc,90847.0,2005-08-09
CF Industries Inc,90829.0,2005-08-10
Heartland Payment Systems Inc,90833.0,2005-08-10
Refco Inc,90848.0,2005-08-11
Stone Arcade Acquisition Corp,92044.0,2005-08-15
Bronco Drilling Co Inc,90858.0,2005-08-16
Kona Grill Inc,90865.0,2005-08-16
Rockwood Holdings Inc,90849.0,2005-08-16
Williams Partners LP,90851.0,2005-08-17
Enterprise GP Holdings LP,90832.0,2005-08-23
Ready Mix Inc,90846.0,2005-08-23
Old Mutual/Claymore Long-Short,90843.0,2005-08-25
Williams Scotsman Int Inc,90915.0,2005-09-19
Nexity Financial Corp,90904.0,2005-09-20
Ikanos Communications Inc,90901.0,2005-09-21
Global Cash Access Holdings,90885.0,2005-09-22
North Pointe Holdings Corp,90903.0,2005-09-23
Horizon Lines Inc,90889.0,2005-09-26
Sunesis Pharmaceuticals Inc,90907.0,2005-09-27
TRX Inc,90912.0,2005-09-27
Caribou Coffee Company Inc,90896.0,2005-09-28
Genomic Health Inc,90900.0,2005-09-28
Global Partners LP,90886.0,2005-09-28
Taleo Corp,90910.0,2005-09-28
WebMD Health Corp,90914.0,2005-09-28
Avalon Pharmaceuticals Inc,90894.0,2005-09-29
"State Natl Bancshares Inc,TX",90906.0,2005-09-29
VistaPrint Limited,90913.0,2005-09-29
American Commercial Lines LLC,90946.0,2005-10-06
StealthGas Inc,90950.0,2005-10-06
TAL International Group Inc,90940.0,2005-10-11
Double Hull Tankers Inc,90943.0,2005-10-13
PokerTek Inc,90958.0,2005-10-13
CBOT Holdings Inc,90920.0,2005-10-18
NCI Inc,90956.0,2005-10-20
Hercules Offshore Inc,90951.0,2005-10-26
Mathstar Inc,90954.0,2005-10-26
Accentia Biopharmaceuticals,90945.0,2005-10-27
NxStage Medical Inc,90957.0,2005-10-27
Electro-Optical Sciences Inc,90955.0,2005-10-28
Cbeyond Communications Inc,90966.0,2005-11-01
Website Pros Inc,90984.0,2005-11-01
Boardwalk Pipeline Partners LP,90987.0,2005-11-08
Saifun Semiconductors Ltd,90977.0,2005-11-08
iROBOT CORP,90971.0,2005-11-08
Combinatorx Inc,90968.0,2005-11-09
Clear Channel Outdoor Holdings,90989.0,2005-11-10
IHS Inc,90992.0,2005-11-10
Vimicro International,90981.0,2005-11-14
IntercontinentalExchange,90993.0,2005-11-15
SunPower,90978.0,2005-11-16
AMERISAFE,90963.0,2005-11-17
Dover Saddlery,90969.0,2005-11-17
Under Armour,90979.0,2005-11-17
Brookdale Senior Living,90988.0,2005-11-21
Tronox,91012.0,2005-11-21
Union Drilling,90980.0,2005-11-21
Actions Semiconductor,90962.0,2005-11-29
DCP Midstream Partners,91044.0,2005-12-01
Vocus,91033.0,2005-12-06
Basic Energy Services,91040.0,2005-12-08
Cynosure,91020.0,2005-12-08
Widerthan,91035.0,2005-12-08
DealerTrack Holdings,91032.0,2005-12-12
Scopus Video Networks,91027.0,2005-12-13
Suntech Power Holdings,91061.0,2005-12-13
Copa Holdings S.A.,91065.0,2005-12-14
Somaxon Pharmaceuticals,91028.0,2005-12-14
Boulder Specialty Brands Inc,92227.0,2005-12-16
Carolina National Corp,91017.0,2005-12-16
Directed Electronics,91022.0,2005-12-16
Emergency Medical Services,91045.0,2005-12-16
Spansion,91029.0,2005-12-16
CRM Holdings,91019.0,2005-12-21
Pixelplus Ltd.,91026.0,2005-12-21
NUCRYST Pharmaceuticals,91013.0,2005-12-22
Linn Energy LLC,91081.0,2006-01-12
Western Refining Inc,91073.0,2006-01-18
American Railcar Industries,91075.0,2006-01-19
Calumet Specialty Products,91076.0,2006-01-25
Chipotle Mexican Grill Inc,91068.0,2006-01-25
Traffic.com Inc,91085.0,2006-01-25
Altus Pharmaceuticals Inc,91074.0,2006-01-26
H&E Equipment Services Inc,91080.0,2006-01-30
IncrediMail Ltd,91082.0,2006-01-30
Regency Energy Partners LP,91084.0,2006-01-30
Fortunet Inc,91079.0,2006-01-31
Koppers Holdings Inc,91114.0,2006-01-31
SGX Pharmaceuticals Inc,91101.0,2006-01-31
Iomai Corp,91094.0,2006-02-01
Thomas Weisel Partners Group,91102.0,2006-02-01
Valera Pharmaceuticals Inc,91104.0,2006-02-01
Cardica Inc,91088.0,2006-02-02
Digital Music Group Inc,91091.0,2006-02-02
HealthSpring Inc,91113.0,2006-02-02
Smart Modular Technologies Inc,91127.0,2006-02-02
Energy Transfer Equity LP,91111.0,2006-02-03
Resource Capital Corp,91119.0,2006-02-06
Crocs Inc,91090.0,2006-02-07
EXCO Resources Inc,91109.0,2006-02-08
Morton's Restaurant Group Inc,91117.0,2006-02-08
NTELOS Holdings Corp,91099.0,2006-02-08
NightHawk Radiology Holdings,91098.0,2006-02-08
Acorda Therapeutics Inc,91086.0,2006-02-09
AmComp Inc,91087.0,2006-02-09
Magellan Midstream Holdings LP,91115.0,2006-02-09
Morgans Hotel Group Co,91096.0,2006-02-13
Global Logistics Acquisition,91199.0,2006-02-15
Liquidity Services Inc,91095.0,2006-02-22
Grupo Aeroportuario Pacifico,91112.0,2006-02-23
Grubb & Ellis Realty Advisors,91139.0,2006-02-27
Alexza Pharmaceuticals Inc,91154.0,2006-03-08
Eagle Test Systems Inc,91158.0,2006-03-08
Transdigm Group Inc,91152.0,2006-03-14
Acquicor Technology Inc,91190.0,2006-03-15
Echo Healthcare Acquisition,92689.0,2006-03-17
Nextest Systems Corp,91166.0,2006-03-21
Clayton Holdings Inc,91157.0,2006-03-23
Global Traffic Network Inc,91160.0,2006-03-23
Tim Hortons Inc,91151.0,2006-03-23
China GrenTech Corp Ltd,91162.0,2006-03-29
Himax Technologies Inc,91163.0,2006-03-30
Visicu Inc,91175.0,2006-04-04
Castle Brands Inc,91192.0,2006-04-05
General Finance Corp,91299.0,2006-04-05
Goodman Global Inc,91200.0,2006-04-05
Sealy Corp,91205.0,2006-04-06
Omega Navigation Enterprises,91179.0,2006-04-07
Targacept Inc,91184.0,2006-04-11
Vanda Pharmaceuticals Inc,91186.0,2006-04-12
Complete Production Svcs Inc,91195.0,2006-04-20
Omrix Biopharmaceuticals Inc,91178.0,2006-04-20
Corel Corp,91173.0,2006-04-25
Shanghai Century Acquisition,91394.0,2006-04-25
American Mold Guard Inc,91264.0,2006-04-26
CPI International Inc,91172.0,2006-04-27
RAM Holdings Ltd,91183.0,2006-04-27
Delek US Holdings Inc,91215.0,2006-05-03
DynCorp International Inc,91216.0,2006-05-03
Northstar Neuroscience Inc,91280.0,2006-05-04
Alliance Holdings GP LP,91263.0,2006-05-09
Novacea Inc,91279.0,2006-05-09
Basin Water Inc,91268.0,2006-05-11
BioMimetic Therapeutics Inc,91267.0,2006-05-12
Restore Medical Inc,91284.0,2006-05-16
Burger King Holdings Inc,91212.0,2006-05-17
Penson Worldwide Inc,91282.0,2006-05-17
Darwin Professional,91841.0,2006-05-18
Vonage Hldgs Corp,91237.0,2006-05-23
MasterCard Inc,91233.0,2006-05-24
Mueller Water Products Inc,91234.0,2006-05-25
CTC Media Inc,91350.0,2006-06-01
Town Sports Int Holdings Inc,91349.0,2006-06-01
Alphatec Holdings Inc,91348.0,2006-06-02
Luna Innovations Inc,91359.0,2006-06-02
HD Partners Acquisition Corp,91415.0,2006-06-04
LoopNet Inc,91358.0,2006-06-06
Verigy Ltd,91372.0,2006-06-12
Verasun Energy Corp,91322.0,2006-06-13
Golfsmith Intl Hldg Inc,91354.0,2006-06-14
Houston Wire & Cable Co,91357.0,2006-06-14
Volcano Corp,91371.0,2006-06-14
Synchronoss Technologies Inc,91366.0,2006-06-15
